"idComponente";"idServidor";"horario";"valorLido";"unidadeMedida"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:07:23";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:07:18";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:07:13";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:07:08";42.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:07:02";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:06:57";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:06:52";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:06:47";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:06:42";45.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:06:37";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:06:32";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:06:27";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:06:22";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:06:17";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:06:12";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:06:07";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:06:02";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:05:57";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:05:52";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:05:47";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:05:42";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:05:36";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:05:31";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:05:26";45.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:05:21";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:05:16";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:05:11";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:05:06";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:05:01";45.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:04:56";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:04:51";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:04:46";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:04:41";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:04:36";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:04:31";43.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:04:26";44.0;"°C"
2;"5c:cd:5b:bf:96:a4";"2022-11-08 10:04:20";43.0;"°C"
